WGATAR_id,EFO:0002067 ATAC-seq,EFO:0002067 TF ChIP-seq GATA1,EFO:0002067 Histone ChIP-seq H3K27ac,EFO:0002067 TF ChIP-seq CTCF,EFO:0002067 Histone ChIP-seq H3K27me3,EFO:0002067 Histone ChIP-seq H3K36me3,EFO:0002067 Histone ChIP-seq H3K4me1,EFO:0002067 Histone ChIP-seq H3K4me2,EFO:0002067 Histone ChIP-seq H3K4me3,EFO:0002067 Histone ChIP-seq H3K79me2,EFO:0002067 Histone ChIP-seq H3K9ac,EFO:0002067 Histone ChIP-seq H4K20me1,EFO:0002067 total RNA-seq
WGATAR_1351,0.264208,0.96716356,0.01229915,0.08213976,0.6503701,0.2667282,0.770463,0.06930488,-0.0040213168,-0.026810259,0.022273183,0.76239145,-0.10763103
WGATAR_1352,0.48980734,0.7146674,0.015151739,0.11785975,0.6616076,0.008506894,0.33448568,0.07077134,-0.006064236,-0.03170848,-0.009200245,0.68354577,-0.105668455
WGATAR_1353,0.2749477,0.62954867,0.2954275,0.12761578,0.3949104,0.6134033,0.37675956,0.42596605,0.36698887,0.2373119,0.15917084,0.36963266,0.6266781
WGATAR_1354,0.44386524,0.597751,0.09141749,0.2808356,0.50881994,0.6480168,0.15584967,0.3408347,0.14059106,0.2050234,0.07256754,0.29017195,-0.1428692
WGATAR_1355,-0.26521704,-0.05448991,-0.16406435,-0.10939333,0.8306117,-0.14901856,-0.17638588,-0.15288025,-0.1236563,-0.15767467,-0.2322571,-0.25582537,0.8253631
WGATAR_1356,0.18755446,0.7790311,0.026193976,0.6547583,0.05574569,0.5704664,0.78093606,0.3452474,-0.19335163,0.0053028464,-0.11647811,0.6178527,0.33350587
WGATAR_1357,0.21713254,0.060913175,0.0024618208,0.09321806,0.63634855,0.68777573,0.09697577,0.13369054,0.006985247,0.30260158,0.16636994,0.84961677,0.07681812
WGATAR_1358,0.0043756664,0.005152911,-0.040746152,0.14302239,0.75397336,-0.17017445,-0.06830752,-0.0031111836,0.017843068,-0.13673365,0.3013857,0.17576939,0.049963117
WGATAR_1359,0.48741597,-0.08313039,0.2764566,0.07180646,0.16830075,0.9731467,0.103788555,0.36885422,0.05625695,0.06878245,0.1574867,0.01717636,0.7796611
WGATAR_1360,0.9178877,0.92798144,0.9854109,0.90551865,0.67799854,0.01524815,0.92397416,0.9677414,0.9675756,0.95847714,0.9488334,0.9711212,0.2348345
WGATAR_1361,0.043052107,-0.13528818,0.038286775,0.15651509,0.3614869,0.9628247,0.8399074,0.2516478,0.059698164,0.0049692094,0.46710652,-0.015447438,0.17342257
WGATAR_1362,0.73547685,0.25178373,0.08754358,0.4805485,0.3937235,0.070854604,0.24810697,0.61832,0.94892704,0.46952254,0.92109054,0.19818461,0.24844821
WGATAR_1363,-0.0046332777,0.11263049,0.07092214,0.57085323,0.6788344,0.3039493,0.1641584,0.916422,0.87577593,-0.06410262,0.5539407,0.2174812,0.34292382
WGATAR_1364,-0.0060105026,0.012321293,-0.028660625,0.051606506,0.67168087,0.61938393,0.043250203,0.005779594,-0.06679076,0.669306,0.038628697,-0.39102915,0.15829287
WGATAR_1365,0.949249,0.9980823,0.92834073,0.90743864,-0.19702074,-0.27407044,0.9552079,0.962014,0.8989489,0.19606501,0.7710928,0.5818395,0.35847893
WGATAR_1366,-0.13138643,-0.0049546957,-0.13863754,-0.049773246,0.7488686,-0.31463075,-0.090417385,-0.0545443,-0.2676108,-0.36170536,-0.22280744,-0.41256967,-0.13031267
WGATAR_1367,0.9001722,0.9588002,0.96733224,0.89473414,0.063665934,0.39007068,0.96174854,0.9667509,0.95321536,0.9114609,0.9265665,0.66206557,0.8574651
WGATAR_1368,-0.12073985,-0.06495765,0.21981946,-0.034129262,0.72424126,0.34970176,-0.19714436,-0.08872411,0.6027936,0.10339075,0.60274124,0.48279387,
WGATAR_1369,0.6603589,0.8153934,0.43688914,0.5222209,0.54738104,0.3699667,0.5402118,0.65984976,0.40850168,0.55006325,0.40085292,0.5375351,
WGATAR_1370,0.6108881,0.8547703,0.29704052,0.13136283,0.73988295,0.7229128,0.3808767,0.60930514,0.65549994,0.7284074,0.43840313,0.665504,
WGATAR_1371,0.9926129,0.9948727,0.98829484,0.95636594,0.5229173,-0.0055276453,0.9686439,0.9844197,0.9822724,0.98474133,0.96933264,0.98404586,0.8843382
WGATAR_1372,0.8432714,0.15209767,0.50922984,0.34274566,0.27108866,0.64896786,0.07550827,0.7935042,0.046976253,-0.046220273,0.3782158,-0.030914575,-0.25787443
WGATAR_1373,0.92449033,0.99375176,0.96462405,0.9441768,0.6499381,-0.0007009506,0.901653,0.92892736,0.80500394,0.916784,0.7182302,0.8037149,0.6442268
WGATAR_1374,0.925579,0.86092377,0.046824425,0.19915858,0.1273211,0.21535853,0.7116247,0.3501931,0.053887516,0.0050580204,0.25235924,0.31821176,-0.089512214
WGATAR_1375,0.49074638,-0.0072137713,0.06860253,0.28434312,0.26958293,0.8347194,0.10416582,0.45697448,0.6626903,0.95009995,0.8863396,-0.19060624,0.886646
WGATAR_1376,0.16814283,-0.0052039027,0.016213387,0.32953706,0.29872975,0.8225062,0.45583186,0.21601942,0.09201315,0.9337479,0.93488336,-0.18494764,0.46860427
WGATAR_1377,-0.008271098,0.9979768,-0.009162188,0.06060648,0.5839604,-0.11780885,0.93925035,0.016772509,0.0039987266,-0.017359555,-0.008826137,0.82431245,-0.09718503
WGATAR_1378,-0.006254226,0.9969498,-0.009834409,0.029001117,0.58538634,-0.12035808,0.93566316,0.0125697255,-0.0018856227,-0.01691255,-0.010259002,0.82232755,-0.09532778
WGATAR_1379,0.95802844,0.965894,0.95966023,0.9385396,-0.3755744,0.96972215,0.9302988,0.9315728,0.9307085,0.9441018,0.9229188,0.7473981,0.8955011
WGATAR_1380,-0.074778736,-0.09941411,-0.07105258,-0.070370704,0.65820843,0.035023957,-0.12812713,-0.14417204,-0.09965378,-0.07889071,-0.09476107,0.33611625,-0.11656998
WGATAR_1381,0.9406699,0.9501996,0.9538852,0.903388,-0.37875438,0.9585034,0.9234022,0.9230188,0.925838,0.9417852,0.9233526,0.6957233,0.89310825
WGATAR_1382,0.05684474,0.13436523,0.0030421317,0.10432139,0.56166387,0.14381686,0.29975238,0.04321617,-0.0014159977,-0.057936728,0.3809959,0.4791519,-0.11160733
WGATAR_1383,-0.18340547,0.5985938,-0.4146081,0.26490426,-0.108143,-0.35234475,0.56502867,-0.32285237,-0.38363886,-0.32478058,-0.28971678,0.56320345,-0.17328763
WGATAR_1384,0.96919894,0.9951848,0.94181263,0.0726226,-0.2520587,-0.13716245,0.9406374,0.92199326,0.7690756,0.85335064,0.82078695,0.59122705,-0.27939832
WGATAR_1385,0.5935964,0.7789397,0.013088137,0.07124245,0.65025365,0.08869356,0.64036,0.1051155,-0.0038310587,-0.10535228,0.56290394,0.6533067,0.42619267
WGATAR_1386,0.7850423,0.5369445,0.75393856,0.15164396,0.5971688,0.60234725,0.43982372,0.8207774,0.64728296,0.57228756,0.6309414,0.62492824,0.41303656
WGATAR_1387,-0.0021891892,-0.0010239184,-0.0013698637,-0.008978009,0.69050205,0.8973084,0.02891606,-0.006498307,-0.015571237,-0.04887116,-0.004364282,-0.25168774,-0.047861982
WGATAR_1388,0.9259714,0.9302917,0.90140545,0.79267925,0.6068609,0.3324694,0.89615357,0.9637829,0.8744667,0.6117054,0.8538924,-0.2975633,-0.0041380525
WGATAR_1389,0.6947813,0.36161044,0.0030080378,0.39651588,0.53921294,0.39803854,0.040690422,0.102268845,0.030375838,-0.04472065,0.16422199,0.45647562,-0.10115698
WGATAR_1390,0.050715834,0.30484083,0.038440377,0.16297653,0.546504,0.6347263,-0.046441555,0.18610017,0.10597472,-0.040626436,0.094136,0.12591937,0.39059275
WGATAR_1391,0.9474621,0.9677078,0.93387896,0.92571276,-0.26645705,0.9446473,0.86244327,0.906855,0.84454966,0.86465704,0.8329708,0.80222213,0.88202095
WGATAR_1392,0.96795416,0.9865997,0.25016192,0.6851835,0.45264333,0.21945879,0.9641276,0.94723594,0.90683985,0.88250643,0.7839167,0.9583204,0.4174162
WGATAR_1393,-0.050550252,-0.033395946,-0.07680866,-0.022470921,0.9285152,-0.06281015,-0.05490139,-0.07005051,-0.055882424,-0.05529222,-0.07769433,0.944759,
WGATAR_1394,-0.054824054,-0.07097316,-0.15720719,-0.07600844,0.65065336,0.8946002,-0.04906109,-0.13233429,-0.08703506,-0.101305395,-0.09755838,-0.015643984,
WGATAR_1395,0.98258406,0.9982754,0.988097,0.9804342,-0.15419969,0.9261798,0.9983585,0.97573555,0.9711031,0.9633688,0.98836195,0.9637969,0.7701342
WGATAR_1396,0.9805924,0.998401,0.98563236,0.97577167,-0.18767941,0.92260873,0.9978364,0.9728048,0.9689554,0.9600495,0.98697937,0.96947664,0.77870274
WGATAR_1397,-0.008060783,0.016028762,-0.01181671,0.006084472,0.7423167,-0.06090486,0.0071932077,-0.021727473,-0.022144347,-0.033204675,-0.0025744438,0.47426397,-0.209133
WGATAR_1398,0.20153886,0.9878404,0.12550443,0.44761726,0.40229556,0.32352903,0.8919891,0.7924157,0.10402623,0.13400537,0.29380703,0.58582526,
WGATAR_1399,0.9420271,0.9237244,0.84771454,0.623828,0.46116984,0.018164366,0.67302716,0.85240334,0.8852843,0.024025887,0.6713784,0.49447954,
WGATAR_1400,-0.010514766,-0.0036593676,0.002707392,-0.0033840537,-0.2114085,0.82930034,0.055631995,0.007815093,-0.015939742,0.0901486,0.018537313,-0.3695074,-0.11404738
WGATAR_1401,-0.0010999441,0.00024172664,-0.0060897768,-0.008460343,0.8554168,-0.13333598,0.0023114383,-0.009639412,-0.013982385,-0.05901593,-0.009943336,0.7881931,
WGATAR_1402,0.0021632612,0.0011130273,-0.0023173988,-0.0015353262,0.77001774,-0.13442138,0.03745708,-0.003983319,-0.011271656,-0.047877282,-0.0058285594,0.75218964,
WGATAR_1403,0.08129561,0.018113256,0.013495564,0.94443256,0.61115396,0.2901606,0.6810994,0.059482247,-0.005017787,-0.023091406,0.24799013,-0.27846205,
WGATAR_1404,0.99423456,0.99955094,0.996262,0.9885944,-0.23558596,-0.08820698,0.9911243,0.991323,0.9886211,0.98754936,0.9893653,-0.12257433,0.8523052
WGATAR_1405,0.99225265,0.9994103,0.9944913,0.98699284,-0.2615178,-0.093250364,0.9900203,0.98983467,0.9869771,0.98476577,0.98726636,-0.13271582,0.853074
WGATAR_1406,0.88563764,-0.0279468,0.9479717,0.0012318194,-0.22440603,0.95577836,0.9653851,0.92787516,0.9562566,0.964919,0.9619522,-0.022399217,0.9635876
WGATAR_1407,0.26558948,0.008721918,0.8570196,0.05084026,-0.2514914,0.9540509,0.16635013,0.0057494044,0.31852728,0.9442097,0.71703833,0.060254514,0.9663762
WGATAR_1408,0.015020192,0.02548182,0.9628392,0.026850969,-0.29069245,0.9677217,0.19748485,0.085983306,0.9057207,0.9766267,0.928767,0.026361853,0.9695842
WGATAR_1409,0.25406188,0.37572014,0.36161044,0.2856125,0.5983959,-0.04939477,-0.12919186,0.08666217,0.1501537,0.09772365,0.38171804,0.2930214,-0.2791042
WGATAR_1410,0.6337301,0.90436816,-0.13353455,0.7339589,0.49293098,0.6033978,0.6537649,0.64407146,0.32018304,-0.0053646266,0.58301216,0.48962256,0.46304673
WGATAR_1411,0.16804534,0.63087684,0.24692497,0.39522678,0.16881713,0.35381126,-0.13762274,0.22990462,0.18631285,-0.0044006705,0.50712717,0.47538155,-0.14301246
WGATAR_1412,0.21758777,0.87198997,0.3009101,0.4857947,0.7606263,0.5066283,0.52433395,0.43312263,-0.16576643,0.23270446,0.3071521,0.5565391,0.590101
WGATAR_1413,0.35244942,0.85570216,0.27862084,0.4066881,0.7352922,0.23666778,0.27718577,0.36711383,0.20858657,0.33725786,0.17478617,0.5375351,0.3648488
WGATAR_1414,0.3695573,0.86660737,0.16039258,0.35139072,0.7725251,0.27656335,0.33577803,0.45729446,0.14006346,0.43495208,0.43690997,0.59331614,0.64344716
WGATAR_1415,0.38261616,0.9682229,0.57751703,0.54600453,0.7367363,0.54227316,0.53805137,0.3899185,0.4838551,0.651116,-0.026508793,0.4888637,0.51022065
WGATAR_1416,-0.039764017,-8.511543e-05,-0.0667938,-0.028710991,0.88404787,-0.38820997,-0.07092905,-0.08940193,-0.21514028,-0.33562934,-0.26430583,-0.13735884,
WGATAR_1417,0.9853832,0.99636364,0.9891227,0.97715306,-0.14453506,0.72984576,0.9648465,0.9641441,0.9649043,0.8578042,0.84081614,-0.13517818,
WGATAR_1418,0.9752487,0.9998029,0.9938886,0.87624097,-0.25862095,0.79243815,0.9707839,0.5959745,0.97461426,0.90433,0.879332,0.6746373,
WGATAR_1419,-0.003437996,0.98972476,-0.0017674267,0.004130721,0.68491113,0.7881245,0.005520314,-0.020393193,0.9722871,0.89798284,0.89189315,0.7927257,
WGATAR_1420,-0.3906458,-0.35498375,0.5840384,0.12896618,0.7559183,0.012485329,-0.38436717,-0.42101586,0.38003483,-0.107822195,0.5238051,0.16143253,
WGATAR_1421,-0.1199738,0.060325384,-0.23989278,-0.15089633,0.27304414,0.34931394,-0.25626725,-0.2833777,-0.24076429,-0.30787393,-0.21460104,0.03890934,
WGATAR_1422,0.15385243,0.398071,-0.21008365,-0.14914432,0.6137656,0.48655394,-0.14143835,0.28766528,0.0033402964,0.22698447,-0.024090484,0.4921084,
WGATAR_1423,0.9348605,0.83232635,0.068445206,0.71247905,0.19267467,0.0014922917,0.6684153,0.33216405,0.20651418,0.019192815,0.17781898,0.53479224,0.26650056
WGATAR_1424,-0.113402456,-0.021007925,-0.1517466,-0.0077997446,0.9730179,-0.06405744,-0.08846882,-0.03448385,-0.028407514,-0.17580655,-0.1366579,0.27493754,-0.23805945
WGATAR_1425,-0.10561153,-0.023060292,-0.12253708,-0.020268053,0.99149513,0.66467565,-0.08145335,-0.03762135,-0.03357929,-0.18502575,-0.14163658,0.08658475,-0.24745548
WGATAR_1426,0.9063791,0.9873935,0.9286854,0.9426383,-0.026543021,0.728671,0.93792605,0.946264,0.96607184,0.7953367,0.84062076,0.8228322,0.7547775
WGATAR_1427,0.8975515,0.9860636,0.9135716,0.9357296,-0.018281221,0.71473336,0.93818164,0.9463993,0.9669316,0.7870173,0.843241,0.85746765,0.7511087
WGATAR_1428,0.93350315,0.83883864,0.9516903,0.8959942,0.106850386,0.6689664,0.9253066,0.9579698,0.97068226,0.8218665,0.87376636,0.07970327,0.76122284
WGATAR_1429,0.0033234656,0.86873704,0.7464007,0.7910047,0.14590442,0.6363914,0.89570785,0.9451799,0.9608475,0.77355254,0.86005425,0.42185527,
WGATAR_1430,0.9916436,0.9975331,0.98850185,0.97949827,0.5502241,-0.014855206,0.98246515,0.9769881,0.9774555,0.98357606,0.9631262,0.9757133,0.9449978
WGATAR_1431,0.98978955,0.9966452,0.9832977,0.99235904,0.33145598,-0.013831526,0.9777479,0.9684733,0.9728812,0.9946124,0.9507028,0.9689346,0.98730254
WGATAR_1432,0.22184795,0.18772537,0.104952574,0.12164974,0.07894663,0.5207112,0.58711165,0.11655629,0.18501306,0.12133962,0.62897974,0.20684227,0.26031294
WGATAR_1433,0.9769881,0.84037626,0.9933828,0.9590106,0.5637621,-0.024604827,0.9623951,0.96768415,0.9732885,0.8576205,0.88179564,0.9793668,0.9512585
WGATAR_1434,-0.0053646266,-0.0075416267,-0.012430608,-0.020367742,0.79001856,-0.08951843,-0.0022930205,-0.014547676,-0.016269088,-0.03218171,-0.013600647,-0.11723232,
WGATAR_1435,0.98224735,0.828542,0.96399486,-0.011880577,0.5562322,0.93275845,0.9799253,0.92454004,0.96403635,0.9793261,0.9782068,0.9886708,0.9484993
WGATAR_1436,0.37837306,0.98175955,-0.0070841312,0.78107667,0.7255517,-0.14944237,0.6778379,0.059414446,0.0019106269,-0.05505067,0.018164754,0.92123854,
WGATAR_1437,0.4937362,0.46628648,0.0017500818,0.2631823,0.64378136,-0.16424829,0.3838129,0.059599757,0.006548077,-0.052427858,0.10742578,0.7187023,
WGATAR_1438,0.9955043,0.9934555,0.9981468,0.9861139,-0.13297346,0.67447454,0.9972255,0.9922954,0.9909211,0.9395535,0.99257946,-0.12043744,0.7899356
WGATAR_1439,0.07665521,0.0030823946,0.02632451,0.042325646,0.08880927,0.7180309,0.6607585,0.86069727,0.8702613,0.94153845,0.8892417,-0.09514117,-0.19837257
WGATAR_1440,0.67421144,0.6052326,0.30008554,0.6102843,0.36444563,0.3367323,0.80582535,0.67403626,0.5450735,0.5737444,0.72917175,0.659298,-0.06872359
WGATAR_1441,0.84042317,0.8523387,0.58614033,0.86045456,-0.23330584,0.8535174,0.84266824,0.76039106,0.77671367,0.8194746,0.84460115,0.76996136,0.9168719
WGATAR_1442,0.85349953,0.8598096,0.6219128,0.8815732,-0.22279814,0.85451967,0.8405291,0.7598149,0.78924805,0.8241743,0.846318,0.76543117,0.91699153
WGATAR_1443,0.9748126,0.96266234,0.93286693,0.96428645,0.060465604,-0.07039863,0.9878631,0.9607098,0.96049327,-0.05255562,0.95086837,0.9291661,-0.19905062
WGATAR_1444,0.9809566,0.9912564,0.93441665,0.97623813,-0.22970709,0.9404311,0.9869554,0.9565897,0.96410614,0.9419536,0.94761467,0.8918057,0.7787101
WGATAR_1445,0.5250642,0.11917046,0.2783477,0.34229398,0.009762593,0.20956141,0.8824911,0.70107067,0.24217167,0.27692637,0.7340752,0.32420433,
WGATAR_1446,0.9498492,0.8693876,0.27764672,0.43518102,0.033273097,0.428297,0.8461993,0.34821033,0.031646848,0.053790927,0.4647419,0.40672874,
WGATAR_1447,0.99779767,0.99998045,0.9982014,0.992453,-0.32543382,0.2249395,0.9997306,0.9938008,0.98983467,0.98476577,0.99396604,-0.009864956,
WGATAR_1448,0.998242,0.99998486,0.9987521,0.99293834,-0.29561698,0.13298497,0.9998049,0.9944913,0.9902837,0.9844215,0.9943644,-0.011844963,
WGATAR_1449,0.9413002,0.0028559566,0.98843277,0.9213185,-0.3814851,0.735793,-0.022592425,0.9498089,0.99211144,0.9872246,0.9810586,0.6166551,0.8489682
WGATAR_1450,0.48820832,0.9857192,0.1010679,0.80230224,0.50894177,-0.039982677,0.9249188,0.1906701,0.60307527,0.05040714,0.24730286,0.63642067,-0.11937346
WGATAR_1451,-0.11493865,-0.35676473,-0.009030342,-0.21935177,0.4452897,0.8417972,-0.05022201,-0.034712315,-0.029057592,-0.027537078,-0.031651914,-0.23945542,0.62099314
WGATAR_1452,0.35636416,-0.3910457,0.24449226,-0.15742052,0.42837557,0.8633511,-0.041196764,-0.041462004,-0.029736906,-0.040849745,-0.060623914,-0.31034368,0.3237142
WGATAR_1453,0.48641294,0.83908147,0.9466004,0.05308473,-0.25278834,-0.08191639,0.36157614,0.8364407,0.87340474,0.9678833,0.886279,0.78977036,0.6151183
WGATAR_1454,0.6178517,0.020068496,0.18091536,0.117347,0.09261156,0.8103776,0.15971434,0.8495585,0.92362195,0.8371531,0.9230781,-0.019563347,0.5178629
WGATAR_1455,-0.059023976,-0.012535006,-0.094032854,-0.0112018585,0.65143204,-0.1683631,-0.08886403,-0.058304697,-0.044965148,-0.19275513,-0.11583203,0.68163264,-0.10053022
WGATAR_1456,0.9217528,0.98779595,0.89634585,0.9664,-0.33759886,0.02948162,0.908576,0.9259218,0.90993273,0.8159734,0.8743694,0.71365863,0.85260206
WGATAR_1457,0.23055571,0.9819764,0.0070302486,0.12227133,0.6181954,0.2936741,0.20892975,0.050031036,-0.0061407387,-0.01988563,0.04325205,0.8007528,-0.17902923
WGATAR_1458,0.21003556,-0.0041228533,0.982424,0.047912538,-0.30464095,0.88782716,0.961571,0.9744903,0.96701145,0.95742166,0.9770527,-0.17908287,0.8071467
WGATAR_1459,0.98967993,0.9987873,0.9909034,0.96977925,-0.31934595,-0.08171904,0.9957423,0.98777866,0.97742325,0.9650525,0.98686635,0.8313788,0.8194712
WGATAR_1460,0.64572453,0.29243362,0.40710604,0.23115641,0.46003515,0.57682693,0.7620456,0.75809157,0.62573946,0.36613926,0.78805566,0.76743627,0.45532787
WGATAR_1461,0.9678551,0.93503875,0.96738976,0.847217,0.31035745,0.0656656,0.9627209,0.96621233,0.94798625,0.9258847,0.9168293,0.73830354,0.31522918
WGATAR_1462,0.9081439,0.16649303,0.32841814,0.3267168,0.48680806,0.27117264,0.7025016,0.7371528,0.094290346,0.4065464,0.617759,0.8779711,0.20263024
WGATAR_1463,0.9743633,0.66567576,0.9802166,0.9054887,0.65931296,0.9085323,0.95583844,0.96324664,0.8931077,0.5686714,0.70840096,0.9619952,0.27327275
WGATAR_1464,0.97595394,0.66042644,0.9775876,0.88350713,0.62235403,0.062151104,0.9509417,0.94038194,0.68384326,0.2524786,0.7044598,0.8778597,0.32844555
WGATAR_1465,0.9903193,0.9866446,0.9931041,0.9733294,-0.3109075,0.7975828,0.9932889,0.9956931,0.9946649,0.9964416,0.99593365,0.9844227,0.84569603
WGATAR_1466,0.99118614,0.99408835,0.9933791,0.9732698,-0.31255996,0.9529935,0.9897126,0.99522597,0.9946124,0.99657506,0.9953262,0.9861139,0.8862343
WGATAR_1467,-0.19920066,0.2329085,-0.29988638,-0.10318373,0.38883555,-0.31843144,-0.35573745,-0.35148925,-0.2574515,-0.38222924,-0.32515243,0.43200672,-0.2562701
WGATAR_1468,0.71348196,0.8772961,0.67468286,0.6985879,-0.05703312,0.5999834,0.68305755,0.6219936,0.5866219,0.5816474,0.65205175,0.56521195,0.7540527
WGATAR_1469,-0.011731356,-0.0043978393,0.84536314,-0.018730223,0.64271545,0.8977692,0.8333618,0.9332413,0.94458807,0.9168854,0.89217204,-0.071825325,0.28760594
WGATAR_1470,0.65537256,0.13624722,0.7141057,0.29709527,-0.10700758,0.9184544,0.6427196,0.6843125,0.91055024,0.90044117,0.87803245,0.31310955,0.32426804
WGATAR_1471,0.030091196,0.0005557239,0.027075708,0.016991109,0.35021216,0.91287005,0.89057934,0.18992308,0.094035774,0.83248293,0.8323721,-0.27531636,-0.07122946
WGATAR_1472,-0.007475406,-0.005473435,-0.0008711219,-0.0152643025,0.5311359,-0.052924395,0.9541481,-0.0020078123,-0.0066909194,-0.0050843656,-0.0043188035,-0.29519737,-0.07187584
WGATAR_1473,0.9950565,0.98757154,0.9978694,0.98132414,0.07867809,0.9486137,0.00049829483,0.99398726,0.995433,0.99697804,0.9932772,0.7700567,0.12946568
WGATAR_1474,0.66271913,0.98287696,0.023014963,0.22234285,-0.46023986,0.60839313,0.9362147,0.3430511,0.014825344,0.03821671,0.15612295,0.7526697,0.16491696
WGATAR_1475,0.93606335,-0.0006350875,0.9979118,0.14629486,-0.4680666,0.96554685,0.0037260056,0.9913492,0.9978043,0.99856454,0.99669325,0.7931857,0.9244014
WGATAR_1476,0.99585223,0.99953026,0.9996013,0.9861554,-0.47864023,0.9734615,-0.0016959906,0.9959659,0.9991605,0.9991237,0.9972158,0.8228034,0.7324568
WGATAR_1477,0.72309446,-0.057885855,0.86282897,0.20967335,-0.38389683,0.86568874,0.15758762,0.75418806,0.9546808,0.97228605,0.8560011,0.19039552,0.6065742
WGATAR_1478,0.050652623,0.20962113,0.98845017,0.31977695,-0.22253709,0.9029971,0.64279085,0.94627845,0.9832237,0.9769302,0.96856534,0.6812228,0.62240493
WGATAR_1479,-0.00020636618,0.8085376,-0.1739369,0.6312319,0.47645745,0.26814514,0.7318444,0.5980023,0.489056,0.13648665,0.50413775,0.6581358,0.71477324
WGATAR_1480,0.9020861,0.9722991,0.9732084,0.052755415,0.5371174,0.53312266,0.2223373,0.6646168,0.87287056,0.604142,0.6807958,0.8583012,0.63208854
WGATAR_1481,0.43545717,0.4599506,0.0950245,0.061341554,0.5624792,0.8494142,0.8626932,0.6154881,0.13982517,0.5049867,0.29749614,0.81044376,0.31711385
WGATAR_1482,0.44068685,0.21955366,0.23365277,0.18127805,0.49124599,0.62958455,0.74200386,0.7754218,0.88115317,0.9146287,0.770177,0.91959167,0.6433375
WGATAR_1483,0.513102,0.2278524,0.2674653,0.06613988,0.5175832,0.828995,0.44544062,0.5987134,0.7015647,0.7337657,0.704605,0.8542876,0.50179696
WGATAR_1484,0.9822285,0.9828107,0.9878869,0.95729864,0.6956151,0.021589458,0.99017143,0.9855139,0.9849946,0.9953331,0.9852669,0.9876001,0.6500076
WGATAR_1485,0.659441,0.7506844,0.9762598,0.79902405,0.09370804,0.6292953,0.8429009,0.9604144,0.9821328,0.9660515,0.96990657,0.10384065,0.61980623
WGATAR_1486,0.3190956,0.058478087,0.024768263,0.121447325,0.548455,0.9550119,0.23841742,0.15895212,0.012350261,0.12478447,0.2420528,0.3489985,0.38613594
WGATAR_1487,0.0066620708,-0.08789787,0.030643344,-0.007446438,0.37388003,0.9071405,0.28449535,0.20133328,0.10461444,0.520856,0.54993755,-0.017334133,0.1908151
WGATAR_1488,0.8759087,0.9017651,0.62235403,0.99051905,0.16602734,0.6109386,0.707837,0.8158556,0.49617374,0.72299755,0.4694866,0.91719747,
WGATAR_1489,0.46737766,0.21795243,0.9199574,0.016910762,0.5279808,0.88315654,0.6959142,0.9518262,0.9843262,0.9760076,0.9612776,0.8578532,0.8299312
WGATAR_1490,0.99481004,0.99926484,0.9983423,0.9848067,-0.39599887,0.84822667,0.9570143,0.9921599,0.9914682,0.9868516,0.99387586,0.9029603,0.8423728
WGATAR_1491,0.99849606,0.999985,0.99891174,0.99192154,-0.1285195,0.9186288,0.9995434,0.99497116,0.991323,0.9869771,0.99530363,-0.09873885,0.8409908
WGATAR_1492,0.99809563,0.99995124,0.99864167,0.9893663,-0.34330887,0.9169368,0.99466515,0.9940588,0.9911243,0.9860705,0.994853,0.8797935,0.84453773
WGATAR_1493,0.9885131,0.9997375,0.98502517,0.98074615,-0.44530025,-0.018062443,0.9991933,0.9809325,0.979143,0.9755305,0.9912436,0.86585736,-0.15280338
WGATAR_1494,-0.01647532,-0.00044676661,-0.018366039,-0.018585324,0.5463608,0.97610676,0.0058659613,-0.024695247,-0.023124933,-0.016405076,-0.0018207133,0.16698453,0.82753724
WGATAR_1495,0.9381433,0.9856448,0.003852874,0.8497728,0.6383062,-0.060586363,0.9693619,0.83281624,0.44465962,0.052057654,0.19517204,0.81923616,0.17302169
WGATAR_1496,0.99502647,0.99996924,0.9994663,0.9886635,-0.4696305,0.9527104,-0.0033030212,0.94161993,0.9983764,0.99878025,0.0024675727,0.7672295,0.97898567
WGATAR_1497,0.9923489,0.99989223,0.9982821,0.9549588,-0.47363698,0.9546032,-0.0035989583,0.68609756,0.9962245,0.9984348,0.0014534891,0.7729404,0.98127586
WGATAR_1498,0.97638696,0.96200144,0.97964555,0.8693216,-0.31071195,0.7585798,0.95985484,0.97245157,0.9457411,0.981717,0.8957785,0.9337605,0.5474623
WGATAR_1499,0.9832042,0.97832805,0.9812478,0.95182717,-0.37491,-0.01670003,0.96410024,0.9740396,0.9502853,0.98380876,0.9049053,0.9947855,0.7966404
WGATAR_1500,-0.051994085,-0.047646224,-0.025092244,-0.042587757,0.64183456,0.5008444,-0.031370014,-0.009282231,-0.008667797,-0.00851202,0.077127784,0.36614138,0.10318422
WGATAR_1501,0.9915173,0.9992441,0.9710194,0.96985734,-0.2729085,-0.01439181,0.9547257,0.9717246,0.9576805,0.89411175,0.95999116,0.9482226,0.8821705
WGATAR_1502,0.9079206,0.3480051,0.14848804,0.14285272,0.45107222,0.2818469,0.8854661,0.62473047,0.16819406,0.4670161,0.6284013,0.7757704,0.30508366
WGATAR_1503,0.7260906,0.6375602,0.3809021,0.23463352,0.37529352,0.70961404,0.76041657,0.76327634,0.68820757,0.8221272,0.52006245,0.8975029,0.013384998
